Group_Name,Year,Month,Report_Year_Month,Volume,Open_Interest
"Interest Rates",2014,4,2014-4,232178998,100825309
Metals,2014,4,2014-4,82809297,8410758
Other,2014,4,2014-4,34702883,19739401
Agriculture,2014,5,2014-5,115585826,17877183
Currencies,2014,5,2014-5,141995988,18239401
Energy,2014,5,2014-5,87190721,62157092
Equity,2014,5,2014-5,869994614,536453584
"Interest Rates",2014,5,2014-5,281638929,105750686
Metals,2014,5,2014-5,77982494,8740234
Other,2014,5,2014-5,35771659,21135088
Agriculture,2014,6,2014-6,132011006,17218465
Currencies,2014,6,2014-6,147771640,18676352
Energy,2014,6,2014-6,90221210,62886500
Equity,2014,6,2014-6,946931245,509452389
"Interest Rates",2014,6,2014-6,270826379,99783102
Metals,2014,6,2014-6,83884851,8386654
Other,2014,6,2014-6,48593605,21390639
Agriculture,2014,7,2014-7,127838158,18559929
Currencies,2014,7,2014-7,159965573,20623085
Energy,2014,7,2014-7,97949365,64712490
Equity,2014,7,2014-7,967419165,552112693
"Interest Rates",2014,7,2014-7,236202732,104332146
Metals,2014,7,2014-7,99904424,8627901
Other,2014,7,2014-7,57530196,22212200
Agriculture,2014,8,2014-8,110382746,18258550
Currencies,2014,8,2014-8,167377118,22352397
Energy,2014,8,2014-8,85057142,61756020
Equity,2014,8,2014-8,949162019,575124668
"Interest Rates",2014,8,2014-8,263350815,110027045
Metals,2014,8,2014-8,85208210,8975063
Other,2014,8,2014-8,46691462,22533851
Agriculture,2014,9,2014-9,122990008,17992199
Currencies,2014,9,2014-9,212454814,22237762
Energy,2014,9,2014-9,94186911,61375757
Equity,2014,9,2014-9,1103440245,566460780
"Interest Rates",2014,9,2014-9,319043602,109236575
Metals,2014,9,2014-9,127216435,9764321
Other,2014,9,2014-9,52934094,23671281
Agriculture,2015,1,2015-1,116442160,17977727
Currencies,2015,1,2015-1,208739057,25738216
Energy,2015,1,2015-1,116652795,70454119
Equity,2015,1,2015-1,1101644451,465650716
"Interest Rates",2015,1,2015-1,271614068,104680864
Metals,2015,1,2015-1,125052999,9499961
Other,2015,1,2015-1,77225980,15049729
Agriculture,2015,10,2015-10,128734968,18898389
Currencies,2015,10,2015-10,253199691,34983510
Energy,2015,10,2015-10,133907155,68392659
Equity,2015,10,2015-10,993797312,616843080
"Interest Rates",2015,10,2015-10,241435174,119926109
Metals,2015,10,2015-10,107119084,11878301
Other,2015,10,2015-10,63743335,14048485
Agriculture,2015,11,2015-11,157974358,17749091
Currencies,2015,11,2015-11,222036031,38052870
Energy,2015,11,2015-11,123204758,65272305
Equity,2015,11,2015-11,800319695,611888870
"Interest Rates",2015,11,2015-11,262157006,127522530
Metals,2015,11,2015-11,147624178,11593318
Other,2015,11,2015-11,93796557,12992172
Agriculture,2015,12,2015-12,140145435,18638421
Currencies,2015,12,2015-12,242776834,37289945
Energy,2015,12,2015-12,139857621,64419183
Equity,2015,12,2015-12,1010450112,537231261
"Interest Rates",2015,12,2015-12,249028528,111114784
Metals,2015,12,2015-12,175622712,11086286
Other,2015,12,2015-12,88515678,11276238
Agriculture,2015,2,2015-2,95840991,16911374
Currencies,2015,2,2015-2,185918475,26582580
Energy,2015,2,2015-2,118424710,68558163
Equity,2015,2,2015-2,957598352,501743211
"Interest Rates",2015,2,2015-2,275080910,110852044
Metals,2015,2,2015-2,69304808,9325523
Other,2015,2,2015-2,58801121,16574715
Agriculture,2015,3,2015-3,141547961,18835673
Currencies,2015,3,2015-3,243017755,22440502
Energy,2015,3,2015-3,112976353,67813245
Equity,2015,3,2015-3,1155900461,497994308
"Interest Rates",2015,3,2015-3,288979125,108773299
Metals,2015,3,2015-3,117497193,9840880
Other,2015,3,2015-3,141992951,17799011
Agriculture,2015,4,2015-4,136626193,18081169
Currencies,2015,4,2015-4,215747399,24266234
Energy,2015,4,2015-4,105154722,67459262
Equity,2015,4,2015-4,1109945827,559035734
"Interest Rates",2015,4,2015-4,216627113,113424954
Metals,2015,4,2015-4,145078283,10404094
Other,2015,4,2015-4,109761420,16078022
Agriculture,2015,5,2015-5,125621260,19819720
Currencies,2015,5,2015-5,200688294,26159487
Energy,2015,5,2015-5,97787765,65069954
Equity,2015,5,2015-5,1045969648,578463591
"Interest Rates",2015,5,2015-5,286471834,119883445
Metals,2015,5,2015-5,126650669,10044462
Other,2015,5,2015-5,80576771,18196420
Agriculture,2015,6,2015-6,143534304,18275544
Currencies,2015,6,2015-6,229205486,26798362
Energy,2015,6,2015-6,102374716,65374741
Equity,2015,6,2015-6,1225617746,550470946
"Interest Rates",2015,6,2015-6,317393187,111728878
Metals,2015,6,2015-6,116112119,10812319
Other,2015,6,2015-6,72083227,20602745
Agriculture,2015,7,2015-7,173455754,17686069
Currencies,2015,7,2015-7,220337251,28802243
Energy,2015,7,2015-7,111752706,66155327
Equity,2015,7,2015-7,1194284612,582547025
"Interest Rates",2015,7,2015-7,258351767,114074075
Metals,2015,7,2015-7,178234024,10929139
Other,2015,7,2015-7,80308489,17831478
Agriculture,2015,8,2015-8,146089840,16460846
Currencies,2015,8,2015-8,306986755,30906206
Energy,2015,8,2015-8,118579943,65725089
Equity,2015,8,2015-8,1289231393,614833485
"Interest Rates",2015,8,2015-8,275878039,117181978
Metals,2015,8,2015-8,154926589,10786254
Other,2015,8,2015-8,95308782,19806200
Agriculture,2015,9,2015-9,134146363,17558044
Currencies,2015,9,2015-9,268568693,29182531
Energy,2015,9,2015-9,124035440,65864611
Equity,2015,9,2015-9,1203768246,597407100
"Interest Rates",2015,9,2015-9,276051887,113627591
Metals,2015,9,2015-9,134398204,11014963
Other,2015,9,2015-9,91447617,19959868
Agriculture,2016,1,2016-1,126301225,19086647
Currencies,2016,1,2016-1,274451721,36606130
Energy,2016,1,2016-1,168398314,66563385
Equity,2016,1,2016-1,1005815873,510639065
"Interest Rates",2016,1,2016-1,294780673,125245835
Metals,2016,1,2016-1,160617971,11437311
Other,2016,1,2016-1,82636632,12296410
Agriculture,2016,10,2016-10,118529755,19376413
Currencies,2016,10,2016-10,200424499,27595590
Energy,2016,10,2016-10,186867451,65765666
Equity,2016,10,2016-10,829824728,575655493
"Interest Rates",2016,10,2016-10,263003165,118903846
Metals,2016,10,2016-10,116517659,12084498
Other,2016,10,2016-10,58316897,19925744
Agriculture,2016,11,2016-11,174073807,17898361
Currencies,2016,11,2016-11,285737040,29375569
Energy,2016,11,2016-11,228287542,65219181
Equity,2016,11,2016-11,1007670324,613539753
"Interest Rates",2016,11,2016-11,408481124,133010924
Metals,2016,11,2016-11,197880401,11014087
Other,2016,11,2016-11,82916111,20378969
Agriculture,2016,12,2016-12,127395794,16807451
Currencies,2016,12,2016-12,282670264,25015591
Energy,2016,12,2016-12,179606326,64376988
Equity,2016,12,2016-12,983834424,532066424
"Interest Rates",2016,12,2016-12,293936660,117439378
Metals,2016,12,2016-12,147422541,10800688
Other,2016,12,2016-12,74271959,21302801
Agriculture,2016,2,2016-2,100469272,18711002
Currencies,2016,2,2016-2,287410105,37205984
Energy,2016,2,2016-2,184783392,68114686
Equity,2016,2,2016-2,953194681,535661416
"Interest Rates",2016,2,2016-2,326941217,130154806
Metals,2016,2,2016-2,126700973,11887241
Other,2016,2,2016-2,60064070,15549026
Agriculture,2016,3,2016-3,169035702,20214723
Currencies,2016,3,2016-3,287060171,30972609
Energy,2016,3,2016-3,194146831,68791866
Equity,2016,3,2016-3,1138747888,530881428
"Interest Rates",2016,3,2016-3,288635105,118246629
Metals,2016,3,2016-3,318891105,11971756
Other,2016,3,2016-3,109668548,18358182
Agriculture,2016,4,2016-4,194421095,18512555
Currencies,2016,4,2016-4,241722999,30055915
Energy,2016,4,2016-4,215052361,69621905
Equity,2016,4,2016-4,895800299,560507438
"Interest Rates",2016,4,2016-4,222248977,120937813
Metals,2016,4,2016-4,275590455,11728796
Other,2016,4,2016-4,99898973,17900330
Agriculture,2016,5,2016-5,206481376,20147586
Currencies,2016,5,2016-5,237952035,29793003
Energy,2016,5,2016-5,163472848,67824036
Equity,2016,5,2016-5,862680588,557989176
"Interest Rates",2016,5,2016-5,264914400,127119820
Metals,2016,5,2016-5,192801271,12150966
Other,2016,5,2016-5,60249243,19120804
Agriculture,2016,6,2016-6,232689808,19854405
Currencies,2016,6,2016-6,296028205,24083441
Energy,2016,6,2016-6,156033066,67760984
Equity,2016,6,2016-6,1101536123,550978352
"Interest Rates",2016,6,2016-6,320966026,117290955
Metals,2016,6,2016-6,154261211,11875394
Other,2016,6,2016-6,64835411,20984117
Agriculture,2016,7,2016-7,215048939,19428629
Currencies,2016,7,2016-7,204706631,26105170
Energy,2016,7,2016-7,154659482,66909749
Equity,2016,7,2016-7,832759423,561320504
"Interest Rates",2016,7,2016-7,234101966,113538288
Metals,2016,7,2016-7,195801095,11774401
Other,2016,7,2016-7,66065100,19425245
Agriculture,2016,8,2016-8,149451580,18460769
Currencies,2016,8,2016-8,226939945,31838092
Energy,2016,8,2016-8,178519567,67390277
Equity,2016,8,2016-8,838913644,575739760
"Interest Rates",2016,8,2016-8,258576322,115494018
Metals,2016,8,2016-8,169137199,12542494
Other,2016,8,2016-8,62328517,20904625
Agriculture,2016,9,2016-9,118234598,18633150
Currencies,2016,9,2016-9,252765143,27867871
Energy,2016,9,2016-9,198200674,66275145
Equity,2016,9,2016-9,1016428325,570591607
"Interest Rates",2016,9,2016-9,287156683,114026833
Metals,2016,9,2016-9,133862309,11529792
Other,2016,9,2016-9,59902701,20677226
Agriculture,2017,1,2017-1,96395430,18454009
Currencies,2017,1,2017-1,219636023,25764868
Energy,2017,1,2017-1,166310429,66709399
Equity,2017,1,2017-1,852341000,490653235
"Interest Rates",2017,1,2017-1,300022578,123163284
Metals,2017,1,2017-1,109375483,10921646
Other,2017,1,2017-1,56848168,18829331
Agriculture,2017,2,2017-2,117927316,19255341
Currencies,2017,2,2017-2,201329768,29023780
Energy,2017,2,2017-2,151890177,67415473
Equity,2017,2,2017-2,854994571,534507165
"Interest Rates",2017,2,2017-2,341699005,136754592
Metals,2017,2,2017-2,118283930,11985373
Other,2017,2,2017-2,64336573,23962359
Agriculture,2017,3,2017-3,139827419,20282722
Currencies,2017,3,2017-3,264596307,27556737
Energy,2017,3,2017-3,183269843,69370785
Equity,2017,3,2017-3,1079890020,537609641
"Interest Rates",2017,3,2017-3,403471411,134723515
Metals,2017,3,2017-3,162307089,12241169
Other,2017,3,2017-3,72629637,25057262
Agriculture,2017,4,2017-4,115440616,18728855
Currencies,2017,4,2017-4,243422908,28673729
Energy,2017,4,2017-4,153574359,70571402
Equity,2017,4,2017-4,902791913,539485531
"Interest Rates",2017,4,2017-4,284701698,143610212
Metals,2017,4,2017-4,143781269,12588443
Other,2017,4,2017-4,71645049,24779790
Agriculture,2017,5,2017-5,111531220,19802728
Currencies,2017,5,2017-5,254339496,29705190
Energy,2017,5,2017-5,187219327,67447453
Equity,2017,5,2017-5,1070151525,584345895
"Interest Rates",2017,5,2017-5,354362745,145645490
Metals,2017,5,2017-5,188385546,13150810
Other,2017,5,2017-5,63504116,25559698
Agriculture,2017,6,2017-6,126247976,19667089
Currencies,2017,6,2017-6,252062749,27028294
Energy,2017,6,2017-6,192455436,66949530
Equity,2017,6,2017-6,1130016491,550009529
"Interest Rates",2017,6,2017-6,361911614,135497354
Metals,2017,6,2017-6,191969043,13591888
Other,2017,6,2017-6,63624135,27556948
Agriculture,2017,7,2017-7,122035783,18589022
Currencies,2017,7,2017-7,237055136,30639946
Energy,2017,7,2017-7,182572712,65138544
Equity,2017,7,2017-7,867711534,557783784
"Interest Rates",2017,7,2017-7,254151494,133388286
Metals,2017,7,2017-7,189516972,13384825
Other,2017,7,2017-7,73778725,25567554
