Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change, Volume_YTD ,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change, Open_Interest_YTD ,Open_Interest_YTD_Change
Heating Oil Penultimate Financial (OQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,-100.00%," 15,990 ",532.80%,203,0.00%,-40.60%," 1,069 ",-27.40%
MISO Minnesota Hub Peak Day-Ahead Mini Financial (5 MW) (MPIQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,220,,, 220 ,,220,,, 220 ,
NYISO Zone C Day-Ahead Peak Financial (50 MW) (NCYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,, 255 ,,255,0.00%,," 2,295 ",
ERCOT Houston 345 KV Hub Real-Time Peak Financial (50 MW) (ERHQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,, 384 ,,384,0.00%,," 1,272 ",
NYISO Zone A Day-Ahead Peak Financial (50 MWH) (NAYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,097 ",,636,-9.80%,," 6,223 ",
PJM Western Hub Day-Ahead Off-Peak Financial (50 MWH) (PJDQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 4,192 ",,744,-50.30%,," 26,063 ",
MISO Indiana Hub Day-Ahead Peak Financial (50 MW) (MCCQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,22,,, 791 ,,791,2.90%,," 3,353 ",
ERCOT North 345 KV Hub Real-Time Peak Financial (50 MW) (ERNQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 1,616 ",823.40%,828,-16.30%,541.90%," 3,552 ",914.90%
CAISO SP-15 Hub Day-Ahead Off-Peak Financial (25 MWH) (OFPQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,, 943 ,,943,0.00%,," 4,715 ",
PJM PSEG Zone Day-Ahead Peak Mini Financial (5 MW) (PSAQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,275 ",,950,-10.80%,," 5,630 ",
ISO-NE Massachusetts Hub Day-Ahead Peak Financial (50 MW) (NEPQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,062 ",,958,0.00%,," 5,774 ",
PJM Western Hub Real-Time Peak Mini Financial (1 MW) (PMIQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,204 ",,"1,204",0.00%,," 16,428 ",
Low Sulphur Gasoil Financial (GOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"762,792",-21.10%,5.30%," 6,890,714 ",-4.10%,"1,238",-23.90%,-80.10%," 36,834 ",-33.20%
MISO Indiana Hub Day-Ahead Peak Financial (5 MW) (MCBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,275 ",,"1,275",0.00%,," 8,925 ",
NYISO Zone C Day-Ahead Peak Mini Financial (5 MW) (ZCBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 1,275 ",,"1,275",0.00%,," 2,550 ",
PJM ATSI Zone Day-Ahead Peak Mini Financial (5 MW) (PAVQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,285 ",,"1,285",0.00%,," 3,855 ",
MISO Indiana Hub Real-Time Peak Financial (50 MW) (CINQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,44,,," 2,776 ",2156.90%,"1,489",-0.10%,1110.60%," 7,787 ",603.40%
PJM Northern Illinois Hub Day-Ahead Peak Financial (50 MW) (NIBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 1,785 ",,"1,590",-4.20%,," 7,203 ",
NYISO Zone A Day-Ahead Peak Mini Financial (5 MW) (NMAQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 2,674 ",,"1,654",0.00%,," 12,081 ",
PJM Western Hub Day-Ahead Peak Financial (5 MW) (PJBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 2,555 ",1385.50%,"2,230",-4.90%,," 12,030 ",2659.20%
NYISO Zone J Day-Ahead Peak Financial (50 MW) (NJYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 2,913 ",,"2,461",-2.70%,," 17,592 ",
PJM AEP Dayton Hub Day-Ahead Peak Financial (5 MW) (MSBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 11,126 ",,"3,331",-5.20%,," 23,370 ",
NYISO Zone G Day-Ahead Peak Financial (50 MW) (NGYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"1,035",,," 6,241 ",,"3,424",14.10%,," 24,612 ",
NYISO Zone J Day-Ahead Peak Mini Financial (5 MW) (NMJQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 4,845 ",,"4,323",-3.10%,," 34,278 ",
PJM AEP Dayton Hub Day-Ahead Off-Peak Mini Financial (25 MWh) (AOYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 4,672 ",,"4,672",0.00%,," 14,016 ",
PJM ATSI Zone Day-Ahead Off Peak Fixed Price Financial (25 MWh) (PAYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 4,672 ",,"4,672",0.00%,," 14,016 ",
ISO-NE Massachusetts Hub Day-Ahead Off-Peak Mini Financial (25 MWh) (NOLQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 4,680 ",,"4,680",0.00%,," 14,040 ",
NYISO Zone C Day-Ahead Off-Peak Financial (50 MWH) (NCOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 13,721 ",,"4,680",0.00%,," 42,120 ",
NYISO Zone F Day-Ahead Off-Peak Mini Financial (25 MWh) (ZFYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"4,680",,," 4,680 ",,"4,680",,," 4,680 ",
NYISO Zone G Day-Ahead Off-Peak Mini Financial (25 MWh) (OYGQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"4,680",,," 4,680 ",,"4,680",,," 4,680 ",
ERCOT North 345 KV Hub Real-Time Off-Peak Financial (50 MWH) (NEBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 10,732 ",,"5,132",0.00%,," 17,536 ",
PJM AEP Dayton Hub Real-Time Peak Financial (50 MW) (MSOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,769,-64.50%,," 8,461 ",1000.30%,"5,296",-7.80%,652.30%," 42,901 ",757.80%
PJM Northern Illinois Hub Day-Ahead Peak Financial (5 MW) (PNBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 5,355 ",594.60%,"5,736",-2.30%,644.00%," 22,875 ",889.00%
PJM Northern Illinois Hub Real-Time Peak Mini Financial (5 MW) (PNQQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,-100.00%," 13,795 ",441.00%,"6,260",-3.50%,145.50%," 51,343 ",1913.50%
ERCOT Houston 345 KV Hub Real-Time Off-Peak Financial (50 MWh) (HEBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 6,404 ",,"6,404",0.00%,," 12,808 ",
ISO-NE Massachusetts Hub Day-Ahead Peak Mini Financial (5 MW) (NMMQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,768,,," 9,731 ",,"6,910",12.50%,," 30,974 ",
PJM Northern Illinois Hub Real-Time Peak Financial (50 MW) (PNLQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"1,170",41.30%,5471.40%," 11,892 ",56528.60%,"7,264",10.80%,34490.50%," 47,780 ",227423.80%
Brent Crude Oil Financial (BCQ),Option,Energy,United States,North America,Nasdaq NFX,Nasdaq,"2,750",83.30%,83.30%," 29,959 ",34.00%,"7,409",46.50%,111.70%," 51,883 ",82.20%
MISO Indiana Hub Real-Time Peak Mini Financial (5 MW) (MCHQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"1,516",-40.50%,18.90%," 8,740 ",185.60%,"7,720",24.40%,332.50%," 42,650 ",476.70%
MISO Indiana Hub Real-Time Off-Peak Mini Financial (5 MWh) (CPMQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"8,888",,," 8,888 ",,"8,888",,," 8,888 ",
PJM Western Hub Real-Time Peak Mini Financial (50 MW) (PJMQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"1,908",25.10%,1180.50%," 23,270 ",473.20%,"9,071",-3.60%,199.10%," 67,158 ",362.20%
Brent Crude Oil Financial (BFQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"1,031,795",-15.30%,8.50%," 11,406,847 ",122.30%,"10,043",31.20%,-28.40%," 117,172 ",-31.60%
NYISO Zone G Day-Ahead Peak Mini Financial (5 MW) (NMGQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"4,335",750.00%,," 23,566 ",,"11,141",26.30%,," 58,029 ",
NYISO Zone A Day-Ahead Off-Peak Financial (50 MWH) (AOPQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 16,536 ",,"11,736",-16.10%,," 105,432 ",
PJM Northern Illinois Hub Day-Ahead Off-Peak Mini Financial (25 MWh) (NIYQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 14,040 ",,"14,040",0.00%,," 28,080 ",
PJM Northern Illinois Hub Real-Time Off-Peak Mini Financial (25 MWh) (NIXQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 14,040 ",,"14,040",0.00%,," 28,080 ",
ISO-NE Massachusetts Hub Day-Ahead Off-Peak Financial (50 MWH) (NOPQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 20,556 ",,"14,768",-1.30%,," 99,915 ",
PJM AEP Dayton Hub Real-Time Peak Mini Financial (5 MW) (MSSQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,-100.00%," 21,304 ",233.40%,"16,588",-0.70%,237.80%," 123,476 ",471.60%
WTI Crude Oil Penultimate Financial (TOQ),Option,Energy,United States,North America,Nasdaq NFX,Nasdaq,"4,947",-60.90%,-74.50%," 70,903 ",19.90%,"19,450",-17.80%,-35.80%," 149,710 ",-24.50%
MISO Indiana Hub Real-Time Off-Peak Financial (50 MWH) (CPOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"5,072",,567.40%," 42,708 ",5519.50%,"20,484",29.70%,2595.30%," 139,268 ",18224.70%
MISO Indiana Hub Day-Ahead Off-Peak Financial (50 MWH) (MCDQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,392,-91.60%,," 21,432 ",,"21,432",1.90%,," 86,900 ",
PJM Western Hub Day-Ahead Off-Peak Financial (5 MWH) (OPBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 32,695 ",,"23,320",0.00%,," 135,350 ",
PJM Western Hub Real-Time Peak Financial (50 MW) (PJOQ),Option,Energy,United States,North America,Nasdaq NFX,Nasdaq,"4,612",-25.30%,463.10%," 54,943 ",785.70%,"27,046",5.70%,1374.70%," 214,137 ",3802.60%
PJM Western Hub Real-Time Off-Peak Mini Financial (25 MWh) (OPLQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"14,024",-25.10%,," 42,080 ",,"28,048",50.00%,," 56,080 ",
PJM Northern Illinois Hub Day-Ahead Off-Peak Financial (50 MWH) (NIDQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 32,760 ",,"29,256",-3.70%,," 132,144 ",
PJM Northern Illinois Hub Day-Ahead Off-Peak Financial (5 MW) (NICQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 149,280 ",965.10%,"35,088",-6.00%,150.30%," 278,112 ",561.40%
PJM AEP Dayton Hub Day-Ahead Off-Peak Financial (5 MWH) (AOBQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 181,256 ",,"38,119",-7.30%,," 360,354 ",
"Henry Hub Natural Gas Financial (10,000 MMBTU) (HHQ)",Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"20,432",145.20%,-22.90%," 208,396 ",-2.80%,"40,855",-6.70%,-6.20%," 430,337 ",29.80%
"Henry Hub Natural Gas Penultimate Financial (10,000 MMBTU) (HUQ)",Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"49,450",10.30%,201.80%," 269,071 ",56.00%,"44,086",-0.80%,57.00%," 322,895 ",51.10%
WTI Crude Oil Penultimate Financial (TQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"706,439",-38.30%,-25.80%," 10,164,101 ",141.90%,"49,891",23.70%,200.80%," 242,490 ",219.30%
NYISO Zone J Day-Ahead Off-Peak Financial (50 MWH) (NJOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 56,160 ",,"51,480",0.00%,," 365,040 ",
"Henry Hub Natural Gas Penultimate Financial (2,500 MMBTU) (NPQ)",Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"38,659",-9.30%,156.00%," 212,171 ",10.70%,"53,099",3.60%,62.70%," 307,475 ",8.70%
NYISO Zone G Day-Ahead Off-Peak Financial (50 MWH) (NGOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"18,704",,," 104,591 ",,"69,090",10.80%,," 502,726 ",
PJM Western Hub Real-Time Peak Mini Financial (5 MW) (PMJQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"20,077",36.40%,1474.70%," 163,796 ",628.70%,"69,235",5.60%,279.80%," 538,446 ",621.40%
NYISO Zone A Day-Ahead Off-Peak Mini Financial (5 MWH) (ONAQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 110,269 ",,"86,869",-4.90%,," 728,997 ",
PJM AEP Dayton Hub Real-Time Off-Peak Financial (50 MW) (AODQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"15,200",1800.00%,," 105,952 ",443.90%,"90,480",-6.80%,452.20%," 755,053 ",569.80%
ISO-NE Massachusetts Hub Day-Ahead Off-Peak Mini Financial (5 MWH) (NOMQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"13,992",,," 144,784 ",,"93,440",17.60%,," 439,216 ",
NYISO Zone J Day-Ahead Off-Peak Mini Financial (5 MWH) (ONJQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,,," 104,285 ",,"104,285",0.00%,," 726,020 ",
PJM Northern Illinois Hub Real-Time Off-Peak Financial (50 MW) (NIOQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"12,048",119.90%,," 203,440 ",4232.20%,"117,657",7.70%,2405.50%," 889,327 ",3056.30%
PJM Northern Illinois Hub Real-Time Off-Peak Mini Financial (5 MW) (NIMQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 149,955 ",,"126,555",0.00%,," 585,975 ",
PJM Western Hub Real-Time Off-Peak Financial (50 MW) (OPJQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"15,160",-16.50%,8.40%," 261,314 ",488.30%,"132,137",1.60%,255.90%," 1,111,562 ",492.50%
PJM AEP Dayton Hub Real-Time Off-Peak Mini Financial (5 MWH) (AOMQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,0,-100.00%,," 245,289 ",,"156,369",0.00%,," 961,678 ",
NYISO Zone G Day-Ahead Off-Peak Mini Financial (5 MWH) (ONGQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"79,560",750.00%,," 512,051 ",,"157,398",0.00%,," 1,009,496 ",
"Henry Hub Natural Gas Financial (2,500 MMBTU) (NNQ)",Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"5,907",-24.30%,-59.30%," 218,306 ",11.20%,"180,694",-3.40%,115.60%," 1,398,293 ",161.40%
PJM Western Hub Real-Time Off-Peak Mini Financial (5 MW) (OPKQ),Future,Energy,United States,North America,Nasdaq NFX,Nasdaq,"149,600",-15.90%,77.70%," 1,263,330 ",447.50%,"483,749",24.60%,437.50%," 3,137,920 ",2301.00%
"Henry Hub Natural Gas Penultimate Financial (10,000 MMBTU) (LNQ)",Option,Energy,United States,North America,Nasdaq NFX,Nasdaq,"586,275",-12.80%,67.50%," 4,877,420 ",39.10%,"735,107",-11.90%,55.60%," 5,585,749 ",33.20%
All Options on Exchange Traded Funds,Option,Equity,United States,North America,Nasdaq Options Market,Nasdaq,"7,769,581",-31.30%,-27.90%," 95,305,583 ",17.40%,,,,,
All Options on Individual Equities,Option,Equity,United States,North America,Nasdaq Options Market,Nasdaq,"17,246,489",-7.90%,7.50%," 163,177,881 ",31.30%,,,,,
US Dollar Settled New Zealand Dollar (XDZ),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,4,,-92.90%, 25 ,-93.50%,,,,,
US Dollar Settled Swiss Franc (XDS),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,26,-92.50%,44.40%, 712 ,-88.90%,,,,,
Utility Index (UTY),Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,40,3900.00%,-71.80%, 692 ,19.90%,,,,,
Semiconductor Index (SOX),Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,87,-59.70%,-78.80%," 2,980 ",-63.90%,,,,,
US Dollar Settled British Pound (XDB),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,240,-59.80%,-64.50%," 6,754 ",-78.30%,,,,,
US Dollar Settled Japanese Yen (XDN),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,808,31.60%,-81.50%," 6,074 ",-89.20%,,,,,
US Dollar Settled Australian Dollar (XDA),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,853,41.70%,25.10%," 4,756 ",-56.20%,,,,,
US Dollar Settled Euro (XDE),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,"1,113",-84.10%,-42.50%," 50,015 ",75.40%,,,,,
US Dollar Settled Canadian Dollar (XDC),Option,Currencies,United States,North America,Nasdaq PHLX,Nasdaq,"1,535",-23.80%,-32.50%," 26,506 ",-4.00%,,,,,
PHLX Oil Service Sector (OSX),Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,"7,070",30.90%,202.50%," 44,013 ",64.20%,,,,,
KBW Bank Index (BKX),Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,"8,400",-25.00%,-35.40%," 82,486 ",9.20%,,,,,
Gold/Silver Index (XAU),Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,"25,266",-24.70%,14.50%," 243,202 ",-20.20%,,,,,
Nasdaq Non-Financial 100 Index (NDX),Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,"184,093",-30.10%,-16.60%," 1,571,350 ",23.20%,,,,,
All Options on Exchange Traded Funds,Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,"21,795,303",-8.40%,-9.50%," 206,675,335 ",8.30%,,,,,
All Options on Individual Equities,Option,Equity,United States,North America,Nasdaq PHLX,Nasdaq,"26,621,863",-14.70%,1.40%," 255,120,938 ",3.70%,,,,,
Degummed Soy Oil,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,17,-91.90%,," 1,244 ",,0,-100.00%,," 1,085 ",
Maize,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,925,-78.90%,-88.40%," 33,697 ",-73.40%,0,-100.00%,-100.00%," 26,024 ",-5.40%
Sugar,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,16,-85.80%,-99.80%," 6,795 ",-98.50%,27,-18.20%,-99.00%," 2,182 ",-97.40%
Pepper,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,843,-62.60%,," 4,315 ",,94,-60.20%,, 489 ,
Barley,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"1,517",-27.30%,-57.20%," 18,380 ",-73.00%,269,-50.30%,-53.70%," 12,460 ",1.80%
Wheat,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"6,137",-3.70%,-13.10%," 58,444 ",-15.90%,"1,438",-20.90%,18.80%," 40,481 ",143.40%
Turmeric,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"26,253",-17.60%,-47.30%," 240,304 ",-53.70%,"2,508",-15.90%,-50.80%," 44,128 ",-30.40%
Coriander,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"30,790",3.80%,185.60%," 254,573 ",58.00%,"4,655",-2.00%,199.40%," 84,343 ",324.20%
Jeera,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"46,103",-20.10%,-39.00%," 535,254 ",-38.00%,"5,095",-29.30%,-14.10%," 57,155 ",-8.50%
Chana/Gram,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"173,237",17.60%,," 367,964 ",-30.00%,"5,136",-23.50%,," 14,782 ",-25.10%
Rape/Mustard Seed,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"71,350",-16.80%,-56.30%," 796,439 ",-56.50%,"5,965",-18.20%,-26.60%," 148,188 ",68.50%
Kapas,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"67,524",15.50%,-35.80%," 740,574 ",-40.30%,"7,086",13.80%,-42.20%," 70,226 ",-24.20%
Cotton Cake,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"56,374",-42.00%,-34.00%," 1,123,371 ",-18.80%,"7,583",-32.50%,-35.20%," 295,948 ",169.60%
Soy Oil,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"92,975",-20.50%,-44.30%," 909,590 ",-50.70%,"8,022",-5.20%,-45.70%," 159,957 ",-24.10%
Guar Gum 5 MT,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"120,502",-8.70%,313.90%," 987,934 ",2599.60%,"10,996",2.30%,63.20%," 138,005 ",1466.80%
Guar Seed 10 MT,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"292,203",-10.40%,11.70%," 2,019,615 ",-9.30%,"11,205",-3.20%,9.80%," 169,190 ",91.80%
Castor,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"95,075",2.10%,," 852,720 ",276.60%,"11,752",13.60%,," 186,738 ",
Soyabean Seed,Future,Agriculture,India,Asia,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,"112,385",-4.40%,-41.90%," 1,352,396 ",-19.20%,"11,801",32.90%,-38.50%," 311,875 ",145.30%
Nifty Midcap 50 Index,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,12,,200.00%, 27 ,80.00%,0,,,,-100.00%
CNX IT Index,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"3,987",-16.60%,-33.60%," 69,492 ",81.70%,639,-18.10%,24.60%," 6,843 ",90.00%
DIJA Index,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"3,275",-30.60%,9.20%," 34,283 ",-40.40%,772,21.20%,123.10%," 6,987 ",68.90%
S&P 500 Index,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"5,005",-46.70%,-30.90%," 60,078 ",-18.40%,"1,267",-56.80%,7.90%," 20,472 ",76.40%
Japanese Yen/Indian Rupee,Future,Currencies,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"676,765",11.00%,-49.80%," 5,753,572 ",-27.90%,"26,415",11.80%,-50.60%," 181,450 ",-33.30%
Bank Nifty Index,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"1,599,766",-14.60%,-12.40%," 14,727,955 ",-28.30%,"58,553",-4.80%,16.40%," 605,683 ",1.30%
British Pound Sterling/Indian Rupee,Future,Currencies,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"1,962,503",32.50%,26.00%," 14,706,956 ",-6.00%,"70,376",37.80%,-4.10%," 472,773 ",33.10%
Euro/Indian Rupee,Future,Currencies,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"1,880,215",-1.70%,60.80%," 12,646,783 ",5.90%,"129,707",-19.70%,118.50%," 941,536 ",69.50%
All Options on Individual Equities,Option,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"10,363,286",-7.20%,28.60%," 85,420,656 ",26.90%,"221,377",-67.40%,27.10%," 2,683,192 ",13.70%
CNX Nifty Index,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"2,855,130",-1.50%,-18.40%," 26,050,920 ",-31.10%,"285,925",-24.30%,-10.00%," 2,720,697 ",-9.10%
Bank Nifty Index,Option,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"69,587,923",-19.10%,61.00%," 566,285,385 ",199.80%,"334,545",-31.90%,47.20%," 2,995,559 ",56.00%
All Futures on Individual Equities,Future,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"17,314,055",-0.90%,15.40%," 148,306,033 ",11.70%,"1,461,891",-8.50%,30.80%," 12,608,377 ",15.20%
CNX Nifty Index,Option,Equity,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"56,749,205",10.70%,17.30%," 416,704,159 ",-25.60%,"1,658,420",-29.10%,12.00%," 14,675,116 ",-7.80%
US Dollar/Indian Rupee,Future,Currencies,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"37,280,483",71.90%,44.70%," 220,272,513 ",-17.40%,"2,420,502",7.90%,13.20%," 17,929,040 ",-1.50%
US Dollar/Indian Rupee,Option,Currencies,India,Asia,National Stock Exchange of India,National Stock Exchange of India,"43,097,139",36.90%,32.30%," 279,857,859 ",9.30%,"3,366,600",43.90%,16.40%," 22,376,397 ",15.00%
Cocoa (CJ),Future,Agriculture,United States,North America,New York Mercantile Exchange,CME Group,2,,-99.60%, 83 ,-96.70%,0,,-100.00%, 35 ,-86.10%
E-mini NY Harbor ULSD (QH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,4,33.30%,-20.00%, 25 ,-71.60%,0,-100.00%,, 4 ,-66.70%
E-mini RBOB Gasoline (QU),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,4,0.00%,-50.00%, 39 ,-7.10%,0,,,,-100.00%
Natural Gas Short-Term D29 (U29),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,25,-83.30%,-87.50%, 435 ,-84.00%,0,,,,
Natural Gas Short-Term D18 (U18),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,150,-72.70%,," 1,187 ",-57.70%,0,,,,
Natural Gas Short-Term D07 (U07),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,200,33.30%,," 3,285 ",-6.10%,0,,,,
Natural Gas Short-Term D13 (U13),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,210,,-40.00%," 2,295 ",-39.00%,0,,,,
Natural Gas Short-Term D25 (U25),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,350,288.90%,, 740 ,46.50%,0,,,,
Natural Gas Short-Term D20 (U20),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,425,,21.40%," 3,230 ",134.10%,0,,,,
